id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
364728,Fancy decorated little Tsarina  privéapartment,1155851,Tsarina,,Centrum-Oost,52.37102,4.93062,Entire home/apt,129,2,174,2019-07-05,1.98,2,114
366438,Amsterdam@ city centre & canal view,1849988,Nicolet,,Centrum-Oost,52.3685,4.89669,Private room,170,2,415,2019-06-20,4.71,1,7
367107,"PEACEFUL HOME IN HISTORIC CENTRE, NEXT TO AMSTEL",1853421,Marijn,,Centrum-Oost,52.36248,4.90204,Entire home/apt,300,3,10,2019-04-28,0.21,1,0
367491,"Charming,  bright and quiet home center Amsterdam",1855417,Maarten,,De Baarsjes - Oud-West,52.36594,4.87807,Entire home/apt,165,3,63,2019-06-25,0.71,1,31
370870,Cute place in Amsterdam Center,1868839,Kris,,Centrum-Oost,52.3643,4.90542,Entire home/apt,100,5,43,2019-04-24,0.49,1,0
378523,Freedom on the water!,1901477,Caroline,,Centrum-Oost,52.37213,4.90379,Entire home/apt,275,3,105,2019-07-06,1.26,1,128
379143,Pent House Apartment Large Private Room!,1887873,Dom,,De Pijp - Rivierenbuurt,52.35398,4.90433,Private room,110,3,116,2019-06-16,4.24,1,63
379885,Private Studio Houseboat *BEST VIEW* @ Amstel,1907015,Masha,,Oud-Oost,52.35466,4.90763,Private room,199,3,57,2019-06-28,0.66,2,316
384909,"Central Loft, Great Rooftop Terrace",1927004,Lisanne,,Centrum-West,52.37393,4.87793,Entire home/apt,199,2,106,2019-03-14,1.20,1,0
387644,"Lovely apt, Amsterdam /Jordaan.",1939619,Melih,,Westerpark,52.37927,4.8775,Entire home/apt,295,4,52,2019-07-02,0.60,1,12
396125,Room in Jordaan Heart of Amsterdam,1979865,Carolyn Sandra,,Centrum-West,52.37914,4.88493,Private room,70,3,532,2019-05-31,6.07,1,11
400325,Cozy City Centre Studio Apartment !,1998272,Sascha,,Centrum-Oost,52.36123,4.89489,Entire home/apt,140,2,53,2017-07-02,0.60,1,0
402353,Vintage apartment with roof terrace,2008330,Lidy,,Watergraafsmeer,52.35414,4.93428,Entire home/apt,130,2,150,2019-06-26,1.76,1,261
406794,Beautiful spacious 130m family home,325306,Michiel,,Oud-Oost,52.36131,4.92579,Entire home/apt,150,2,8,2016-08-22,0.19,1,0
408794,Rooftop Terrace Luxury Loft Centre Amsterdam,2035506,Janto (B),,De Baarsjes - Oud-West,52.35971,4.86177,Entire home/apt,129,3,23,2018-08-27,0.28,1,220
410998,Perfect location - 2-bdrm ideal for a family of 3,2046301,Nina,,De Baarsjes - Oud-West,52.37131,4.87287,Entire home/apt,120,2,6,2016-08-15,0.10,2,0
414917,Cent Adam Lux (2-4p) Apt 90 sqm(m2),2063612,Jan,,Centrum-Oost,52.363,4.89917,Entire home/apt,299,180,78,2015-07-16,0.90,1,358
415619,Sunny Amsterdam East Harbor View,1336633,Stephan,,Oostelijk Havengebied - Indische Buurt,52.36958,4.93516,Entire home/apt,145,2,64,2019-07-07,0.74,1,268
418098,Beautiful 19th Cent. City Apartment,2078292,Annemarije,,De Baarsjes - Oud-West,52.36872,4.86022,Entire home/apt,185,3,21,2019-02-22,0.24,1,1
418901,Authentic Jordaan - Central Luxury,1005087,Wytse,,Centrum-West,52.37937,4.89362,Entire home/apt,260,7,45,2019-06-12,0.53,2,60
422044,★ City Centre Loft #4,1826139,Esther & Jan,,Centrum-West,52.37999,4.89388,Entire home/apt,275,7,128,2018-11-16,1.47,9,53
431206,FAMILY HOUSE-PERFECT LOCATION! Available for Xmas,2143683,Lotte,,Zuid,52.35453,4.87522,Entire home/apt,250,2,21,2017-08-21,0.24,1,0
431635,Sunny apartment with cat,1939922,Hannes,,Bos en Lommer,52.37853,4.85573,Entire home/apt,65,5,14,2019-04-26,0.17,1,0
432233,Beautiful apartment @ true center,2144360,Feiko,,Centrum-Oost,52.36177,4.88744,Entire home/apt,300,2,23,2017-05-07,0.26,1,356
434097,"Cosy Studio Canalside, CENTRE.",2157711,Olga,,Centrum-Oost,52.36409,4.92208,Private room,82,2,191,2019-06-23,2.49,1,53
437757,COOL DESIGN HOUSE with WiFi,2174719,Natalie,,De Pijp - Rivierenbuurt,52.35298,4.90512,Entire home/apt,109,2,116,2019-06-09,1.33,1,194
438089,STUDIO FOR 2 VONDELPARK AMSTERDAM,2064560,Har,,De Baarsjes - Oud-West,52.3615,4.86781,Private room,119,3,179,2019-06-22,2.16,2,190
440992,Charming houseboat near Olympic St.,2191136,Jan,,Zuid,52.34279,4.84985,Entire home/apt,150,3,99,2019-05-30,1.14,1,28
441424,Whole house in center of Amsterdam.,2193861,Marco,,Oostelijk Havengebied - Indische Buurt,52.37379,4.94488,Entire home/apt,148,2,27,2018-08-26,0.32,1,162
442105,SPACIOUS & LUXURY CANAL APARTMENT WITH GARDEN,2196820,Genna,,De Baarsjes - Oud-West,52.37202,4.87093,Entire home/apt,250,2,106,2019-07-02,1.23,1,231
443698,The Warehouse: at home in Amsterdam,2204326,Petra,,Centrum-Oost,52.36035,4.89967,Private room,135,1,67,2019-05-20,0.78,2,128
444935,Fantastic apartment right in the city centre,2059471,Daisy,,Centrum-Oost,52.36446,4.88871,Entire home/apt,149,4,9,2017-08-17,0.27,1,0
445345,Apartment in cool area near center,1542832,Jan-Willem,,De Baarsjes - Oud-West,52.36916,4.85589,Entire home/apt,120,7,41,2016-10-24,0.47,1,0
445660,cosy room with private entrance,2202945,Heleen,,De Baarsjes - Oud-West,52.36903,4.85603,Private room,75,3,365,2019-07-01,4.19,3,243
446592,Three colourful art rooms in trendy Pijp,1543378,Daniel And Thera,,De Pijp - Rivierenbuurt,52.35852,4.90356,Private room,100,2,207,2019-07-07,2.38,1,293
446999,Guestroom VONDELPARK AMSTERDAM,2064560,Har,,De Baarsjes - Oud-West,52.36105,4.867,Private room,109,3,293,2019-06-24,3.57,2,221
447151,creative ground floor house close to Vondelpark,2220492,Raymond,,Zuid,52.35353,4.84709,Entire home/apt,85,4,75,2019-01-25,0.86,1,0
450767,Houseboat 'Saturnus' Amsterdam,2238440,Richard En Birgit,,Centrum-Oost,52.37007,4.9017,Entire home/apt,255,3,71,2019-03-28,0.86,3,62
451719,FABULOUS MODERN LOFT IN JORDAAN,2243649,Martin & Smadar,,Centrum-West,52.37116,4.87896,Entire home/apt,175,3,60,2018-07-30,0.69,1,280
454056,Lovely house at Docklands + 2 bikes,2255820,Jaap,,Oostelijk Havengebied - Indische Buurt,52.37176,4.95029,Entire home/apt,125,4,28,2018-10-15,0.33,1,98
460469,Great apartment near the centre ,1997447,Suzan,,Oud-Oost,52.36048,4.92685,Entire home/apt,110,3,46,2017-08-18,0.53,1,0
462341,Central 17th Century Unique House,2297302,Milen & Joes,,Centrum-West,52.37393,4.89355,Entire home/apt,175,3,28,2019-06-11,0.55,1,8
467103,Luxurious apartment @ Dam Square,2313040,Willem,,Centrum-West,52.37074,4.89435,Entire home/apt,160,2,150,2019-06-22,1.84,1,0
467852,Luxury Canal House | City Centre | 8p! | Free WIFI,8003829,Christian,,Centrum-West,52.36817,4.88454,Entire home/apt,350,7,19,2019-05-11,0.22,3,127
474452,xx,2352274,Alexander,,De Baarsjes - Oud-West,52.36975,4.86026,Entire home/apt,125,3,28,2016-12-07,0.37,1,0
478448,VIOLET ROOM 6 MIN. TO CENTER,2368759,Angie,,Oud-Oost,52.35777,4.91258,Private room,50,1,5,2012-08-06,0.06,3,0
480245,Cosy apartment along the Amstel.,2378237,Rachelle,,Oud-Oost,52.35409,4.91289,Entire home/apt,150,2,16,2019-06-24,0.32,1,0
481664,"Einzigartiges Hausboot ""De Calidris!",1382273,Eltjo & Liselore,,Westerpark,52.39038,4.89128,Private room,105,2,395,2019-07-05,5.88,2,287
483779,Spacious studio apartment in A'dam,2395278,Alex,,Slotervaart,52.34932,4.83133,Private room,72,2,38,2017-10-22,1.15,1,0
484836,Modern 3 bedroom apt. + garden near Jordaan,2396890,Esther,,De Baarsjes - Oud-West,52.37066,4.86025,Entire home/apt,200,3,53,2019-02-12,0.62,1,0
485237,Spacious home with sunny terrace €75/2p,2402296,Corry,,Slotervaart,52.36402,4.83034,Entire home/apt,75,1,36,2019-06-11,0.42,1,11
489418,Central quiet ap'ment with parcview,2418579,Julia,,Bos en Lommer,52.37594,4.8501,Entire home/apt,79,2,96,2015-01-03,1.12,1,0
489832,Authentic spacious house in great location.,2421854,Margreet,,De Baarsjes - Oud-West,52.36362,4.86762,Entire home/apt,130,7,33,2019-05-17,0.42,1,249
494433,"Central, cozy apartment + garden!",907405,Yahav,,De Baarsjes - Oud-West,52.36852,4.85231,Entire home/apt,90,3,21,2019-06-14,0.25,2,3
495862,2 floor garden facing Vondelpark,2449055,Marieke,,De Baarsjes - Oud-West,52.36165,4.87311,Entire home/apt,400,3,13,2019-04-29,0.18,1,206
498514,Private Apartment Good Area + Bikes,2460925,Hans,,De Pijp - Rivierenbuurt,52.34072,4.91,Entire home/apt,140,3,26,2019-07-06,0.32,1,48
500516,Stay at the canal side!Centre A'dam,2469696,Rosemarijn,,Centrum-Oost,52.36551,4.88598,Entire home/apt,155,1,18,2018-09-02,0.24,1,250
502869,"Light filled, one bedroom delight",2480479,Claire,,Westerpark,52.38303,4.87512,Entire home/apt,150,5,19,2019-06-30,0.23,1,24
503629,"Quiet & spacious apt, near Museums & Concertgebouw",2483843,Alban,,Zuid,52.35364,4.87824,Entire home/apt,117,4,10,2019-05-06,0.14,1,0
505012,Centre Amsterdam perfect for family,1645998,Djoke,,Centrum-Oost,52.36402,4.88758,Entire home/apt,299,3,56,2019-06-02,0.69,1,101
505650,Stylish Design Apartment,2492723,Irene,,Zuid,52.355,4.87611,Private room,140,3,114,2019-06-26,1.39,2,271
505804,Light studio in centre of Amsterdam,2493425,Simone,,Westerpark,52.3848,4.87726,Entire home/apt,78,6,91,2019-05-24,1.07,1,0
507598,Canal View Apartment! Jordaan Area,2501656,Carinia,,Centrum-West,52.37862,4.87944,Entire home/apt,400,2,62,2019-06-16,0.73,1,301
510836,★ Combo City Centre Apartments,1826139,Esther & Jan,,Centrum-West,52.38037,4.89359,Entire home/apt,700,7,108,2018-11-09,1.40,9,241
514946,Typical Amsterdam apt. in center,2536209,Martijn,,Watergraafsmeer,52.35502,4.93512,Entire home/apt,120,5,6,2016-01-03,0.08,1,0
515088,Familyfriendly Suite incl breakfast,2536879,Hansje,,Noord-Oost,52.3955,4.99576,Private room,139,2,2,2019-03-10,0.17,1,329
515921,Apartment near vondelpark & centre,2541099,Anne-Marie,,Zuid,52.35089,4.85352,Entire home/apt,155,2,71,2019-06-30,0.83,1,53
516482,Space of Love - great vibe in A'dam,2542800,Noëlle,,Westerpark,52.38874,4.88437,Entire home/apt,99,2,53,2019-06-09,0.62,1,5
517092,4 bedroom apartment near the park,2041793,Bas,,De Baarsjes - Oud-West,52.36138,4.85545,Entire home/apt,135,6,0,,,1,189
517996,Bright Canal house with amazing view! @the Jordaan,2550339,Aemilia,,Centrum-West,52.37813,4.88594,Entire home/apt,160,3,20,2019-04-14,0.24,1,175
522471,Beautiful grand appartment (135 m2),2569931,Harriet,,Bos en Lommer,52.37762,4.85285,Entire home/apt,180,5,21,2018-07-31,0.28,1,14
526183,Amstelview B&B Welcomed by River!,2586468,Amstelview Apartment Riverside Plus,,Oud-Oost,52.35115,4.91189,Entire home/apt,150,2,7,2015-04-26,0.08,3,316
526212,"B&B room gardenside, riverfront",2586468,Amstelview Apartment Riverside Plus,,Oud-Oost,52.35242,4.91249,Entire home/apt,145,2,14,2019-03-05,0.19,3,316
528022,Somewhere Else,2594559,Els,,Westerpark,52.39139,4.88874,Private room,110,2,168,2019-07-04,5.00,1,300
528227,Renovated apartment in center (3month stay),2422197,Paul,,Centrum-Oost,52.36204,4.90543,Entire home/apt,127,35,28,2018-03-18,0.33,1,0
528594,Connect-Inn: Clear & Cheerful,2597146,Mathilde,,Slotervaart,52.35867,4.82476,Private room,80,1,72,2018-05-05,0.85,3,0
528704,LOVELY REAL AMSTERDAM APARTMENT,2597578,Lotte,,De Pijp - Rivierenbuurt,52.35309,4.89094,Private room,60,60,48,2018-05-05,0.57,1,50
530136,Content In the Pijp for One Person,2604093,Sharon,,Centrum-Oost,52.36021,4.89934,Private room,55,2,323,2019-07-06,3.77,1,288
533623,Spacious Apartment  Amsterdam Zuid,2622306,Jeanne,,Zuid,52.34522,4.8743,Entire home/apt,150,3,39,2018-10-26,0.65,1,0
538723,Beautiful ground floor apartment ,356740,Dimphy,,Watergraafsmeer,52.35541,4.93876,Entire home/apt,140,4,52,2019-05-05,0.61,1,7
539036,Amsterdam Houseboats | De Hoop,82145,Wim,,Centrum-Oost,52.36266,4.90977,Entire home/apt,288,3,58,2018-07-23,0.70,2,309
539579,Small cozy private attic room !,1305208,Savina,,De Baarsjes - Oud-West,52.36929,4.85879,Private room,65,3,187,2019-06-25,2.27,1,279
540194,Large central historic family home,746739,Dominique,,Centrum-West,52.38049,4.88743,Entire home/apt,250,5,16,2018-10-28,0.19,1,165
543930,Family Friendly Spacious Appartment,2674073,Daan & Jelena,,Oud-Oost,52.3639,4.92542,Entire home/apt,139,4,7,2018-07-30,0.08,1,0
543932,PLAYFUL SPLIT-LEVEL LOFT+GARDEN,2303229,Dirk,,Westerpark,52.37472,4.87233,Entire home/apt,295,4,110,2019-05-31,1.29,1,365
544506,Luxury apartment + private garden,2677807,Sander,,Bos en Lommer,52.37508,4.85753,Entire home/apt,200,4,56,2019-07-02,0.69,1,348
546221,"Authentic Houseboat city center, A'dam",2673467,Hilda,,Centrum-Oost,52.36842,4.90142,Entire home/apt,199,2,198,2019-06-22,2.40,1,0
549310,3 bedrooms Apartment+Garden,2699033,Barbara,,De Baarsjes - Oud-West,52.37234,4.86229,Entire home/apt,230,1,40,2019-06-23,0.83,1,0
550783,Charming canal apartment (75m2),2707013,Jesse,,De Baarsjes - Oud-West,52.37296,4.87374,Entire home/apt,110,2,23,2016-03-11,0.49,1,0
551495,Cosy Campervan Amsterdam,711896,La Bella,,Gaasperdam - Driemond,52.30676,4.97829,Shared room,60,1,62,2019-06-16,0.88,3,159
551606,Spacious house at waterfront,2710951,Anna,,Oostelijk Havengebied - Indische Buurt,52.37245,4.95088,Entire home/apt,299,3,46,2017-08-31,0.61,1,34
552145,"Near city center, green area, WIFI",2460631,Lardy,,De Baarsjes - Oud-West,52.36694,4.85033,Entire home/apt,50,5,18,2018-03-05,0.21,1,0
553216,* Live like a King @ Prinsengracht,1600010,Anke & Robert,,Centrum-West,52.37453,4.88406,Entire home/apt,1750,21,33,2019-04-30,0.39,2,0
555225,Lovely house close to the Jordaan!,2727759,Sophie,,Westerpark,52.37823,4.87284,Entire home/apt,125,2,10,2017-10-01,0.21,1,0
555399,Amsterdam - conveniently located,1829820,Gina,,De Baarsjes - Oud-West,52.37276,4.87285,Entire home/apt,120,1,22,2015-05-31,0.26,2,0
561297,Room available w/private bathroom in city centre,72249,Hanneke,,Centrum-West,52.36838,4.87796,Private room,139,1,19,2019-07-07,0.30,1,81
561713,Spacious duplex apartment + terrace near centre,2761838,Yulia,,Oud-Oost,52.36075,4.93127,Entire home/apt,195,4,5,2018-07-28,0.06,1,0
563682,THE COSY HOUSE | AMSTERDAM,2460218,Joëlle,,Centrum-West,52.3819,4.88901,Entire home/apt,250,10,2,2017-09-07,0.02,1,281
564826,Beautiful apartment + Lovely garden.,2778131,Clementine,,De Pijp - Rivierenbuurt,52.35555,4.90146,Entire home/apt,150,4,16,2019-04-29,0.19,1,0
565735,Cosy apt 3rd fl A'dam Keizersgracht,2040542,Maud,,Centrum-Oost,52.36368,4.8938,Entire home/apt,175,6,118,2019-05-25,1.39,1,287
568005,Bright central studio with terrace,2794849,Yasha & Dessi,,Zuid,52.35217,4.88042,Entire home/apt,140,2,55,2017-05-14,0.66,2,99
568446,Pretty apt in the center of A'dam,2797260,Noriko,,Centrum-Oost,52.37226,4.90191,Private room,130,10,91,2019-06-16,1.09,1,24
569499,Charming and luminous apartment,2717897,Mila,,Oud-Oost,52.35815,4.91873,Entire home/apt,100,5,3,2018-10-21,0.16,1,19
570478,Super nice place in Amsterdam!!,2806790,Adriana,,Westerpark,52.38353,4.88069,Private room,70,3,190,2017-10-31,2.25,1,290
570753,Southern Comfort near Vondelpark,2439449,Henriette,,Zuid,52.34934,4.86913,Private room,65,3,348,2019-07-01,4.11,1,207
571029,"Spacious, 2 bedrooms & garden close to the centre!",2810037,Rosa,,De Baarsjes - Oud-West,52.3684,4.86064,Entire home/apt,150,3,10,2018-05-27,0.12,1,0
571130,Monumental Amsterdam Canalhouse,2809841,Marlies,,Centrum-West,52.3787,4.89095,Entire home/apt,125,3,5,2016-07-19,0.10,1,0
572208,AMS CENTRAL FAMILY HOME with huge garden.,2815910,Yaz,,De Baarsjes - Oud-West,52.36671,4.87275,Entire home/apt,206,2,26,2017-08-28,0.36,1,0
575603,Loft right in the city centre,2830952,Henning,,Centrum-Oost,52.36069,4.89302,Entire home/apt,245,5,11,2019-01-02,0.18,2,7
575615,Appartment in centre of Amsterdam.,2831228,Veronique,,Centrum-Oost,52.37076,4.90295,Entire home/apt,200,4,32,2019-04-22,0.38,1,16
579851,Studio on Spectacular Houseboat,2851886,Sonja,,Westerpark,52.38982,4.88421,Private room,149,2,404,2019-06-16,4.92,1,172
580978,Cosy apartment with canal view!,2859023,Mara,,De Baarsjes - Oud-West,52.36534,4.85654,Entire home/apt,97,7,6,2016-01-03,0.08,1,0
581342,Comfy house with garden in De Pijp,1544456,Martine,,De Pijp - Rivierenbuurt,52.35403,4.89983,Entire home/apt,250,3,76,2019-05-05,0.93,1,0
581869,Sunny & central located apartment near Albert Cuyp,2865047,Elise,,De Pijp - Rivierenbuurt,52.35239,4.88894,Entire home/apt,140,2,16,2019-06-09,0.19,1,0
582028,Large & quiet parkside Amsterdam apartment,2865851,Oliver,,Slotervaart,52.35933,4.84151,Entire home/apt,85,7,10,2018-12-30,0.14,1,141
582030,Bright & spacious design apt. in quiet area,405625,Daphne,,Bos en Lommer,52.37809,4.85039,Entire home/apt,144,3,21,2019-06-03,0.25,1,314
582121,Modern studio in stunning Jordaan,2866447,Laura,,Centrum-West,52.37441,4.88068,Entire home/apt,120,3,59,2018-09-03,0.77,1,34
582135,Jacky's place,2866493,Jacqueline,,Oud-Noord,52.38723,4.91974,Entire home/apt,100,4,10,2017-09-09,0.39,1,0
582280,"Cats'n'Rooms, Amsterdam West",2867494,Lasha,,Geuzenveld - Slotermeer,52.37696,4.81277,Private room,32,1,241,2018-09-30,3.09,3,0
582382,Amsterdam Family Home,2868026,Emer,,Oud-Noord,52.39387,4.91687,Entire home/apt,140,3,17,2018-08-06,0.20,1,3
584938,Warm Family Canal House in the Center,199266,Anne,,Centrum-Oost,52.37246,4.90278,Entire home/apt,230,2,1,2017-08-20,0.04,1,0
588020,Large 3 bedroom apartment surrounde,1759884,Ivan,,Centrum-Oost,52.3709,4.91308,Entire home/apt,360,3,129,2019-06-08,2.41,4,271
588059,Casa Bacco @ Amsterdam city center,1501059,Bacco,,Centrum-Oost,52.3598,4.89916,Entire home/apt,110,180,39,2015-10-11,0.47,1,54
588116,Sweet Amsterdam ap. with garden...,2901110,Fanneke,,Oud-Oost,52.35045,4.91614,Entire home/apt,90,4,37,2018-10-28,0.51,1,0
588288,Singel Canal Duplex apartment,1759884,Ivan,,Centrum-West,52.38019,4.89452,Entire home/apt,270,7,52,2019-06-15,0.82,4,17
589194,Lovely apartment near city centre,2906309,Dounia,,Oud-Oost,52.35374,4.90931,Entire home/apt,85,5,25,2017-02-10,0.30,1,123
589237,Romantic Refuge,2906532,Roosien,,Zuid,52.35289,4.85213,Entire home/apt,118,5,17,2018-08-01,0.20,1,0
590236,Our Cozy Third floor Home,2912339,Kelli,,De Baarsjes - Oud-West,52.36692,4.85332,Entire home/apt,130,4,35,2019-04-21,0.43,1,277
590386,amazing apartment in Amsterdam!!,2913467,Ido,,Watergraafsmeer,52.35495,4.93233,Entire home/apt,140,2,7,2017-07-29,0.08,1,0
590681,Beautiful apartment near Vondelpark,2914846,Lotte,,Zuid,52.34724,4.85026,Entire home/apt,150,2,8,2016-09-10,0.09,1,0
591951,House on waterfront - free parking,2580855,Martine,,Bijlmer-Oost,52.32698,4.98295,Entire home/apt,225,1,56,2019-06-10,0.67,1,355
593101,Cozy room in Amsterdam's Center,2408429,Sofia,,Centrum-Oost,52.36994,4.91482,Private room,65,3,293,2019-07-08,4.65,1,293
593483,VanGoghDeHallenAmsterdamKeyLocation,2923773,Jack Sun,,De Baarsjes - Oud-West,52.36616,4.86647,Entire home/apt,90,2,210,2017-05-01,2.67,1,189
594474,Lovely apartment on TOP location,2871004,Laura,,Zuid,52.35389,4.88206,Entire home/apt,200,2,32,2016-01-02,0.38,1,0
599803,modern ap. with balcony&gardenview,2202945,Heleen,,De Baarsjes - Oud-West,52.36552,4.86449,Entire home/apt,150,3,72,2017-11-27,0.86,3,0
600983,floating room on amsterdam canal,2974208,Ben,,Centrum-Oost,52.36716,4.9269,Private room,90,2,216,2019-06-30,2.61,1,60
601498,Great apartment in center of Amsterdam,2976221,Maurits,,Oud-Oost,52.3566,4.90834,Entire home/apt,150,1,27,2019-06-29,0.33,1,206
601882,Beautiful Family appartement,2977834,Roos,,Centrum-West,52.3748,4.87739,Entire home/apt,150,4,20,2015-09-02,0.24,1,0
606871,Modern Houseboat | Canal Views! | JORDAAN AREA,3007402,Diewert,,Westerpark,52.37752,4.87058,Private room,83,2,245,2019-06-29,3.16,1,195
608432,Sleep at Amy's B'n'B Front Room,3015785,Erik And Mary Jo,,Centrum-West,52.38315,4.88732,Private room,80,2,534,2019-07-02,6.36,2,79
609250,Huge luxurious (2bedr.) apt in vibrant 'oud west'!,2485229,Brian,,De Baarsjes - Oud-West,52.36298,4.86721,Entire home/apt,232,2,34,2017-02-26,0.42,1,98
612698,Sunny & quiet apartment in Amsterdam close to RAI,3038971,Mihai,,Buitenveldert - Zuidas,52.32653,4.87185,Entire home/apt,180,4,6,2019-04-21,0.09,1,364
613088,Your own cottage in the countryside,3040748,Henk,,Noord-Oost,52.40992,4.96291,Private room,78,1,341,2019-06-24,4.08,9,297
613110,"All u need, nice place in amsterdam",3040855,Michael,,IJburg - Zeeburgereiland,52.36259,4.97807,Private room,85,1,265,2019-06-23,3.17,5,22
619662,Artist's flat overlooking park,749611,Lioba,,Westerpark,52.38347,4.86768,Private room,69,1,195,2018-09-22,2.35,1,0
620056,"Light, spacious apartment in trendy Westerpark",2782084,Marieke,,Westerpark,52.38892,4.86973,Entire home/apt,235,3,31,2019-06-10,0.37,1,63
